10.448979	0.140599010823	0.16552464204	46
10.981233	0.125413039722	0.150320290063	49
11.570621	0.107613523089	0.125034163952	54
12.226865	0.0778650126954	0.0905675291384	67
12.962024	0.0680892628922	0.0706271407862	76
13.791244	0.0562314172623	0.0589026721835	85
14.73381	0.0462785749156	0.0532397261756	90
15.814668	0.0365232372286	0.0459728918237	92
17.066662	0.0268944966788	0.0431379022735	95
18.53393	0.0187308841149	0.0404375749751	95
20.277219	0.00844696179162	0.0380183674491	96
22.382502	-0.000641657860052	0.0382726535368	95
24.975595	-0.00916365440052	0.0418437877845	95
28.248255	-0.0203580167063	0.0434670372417	94
32.507907	-0.0190026792919	0.0454757080183	93
38.28033	-0.0209419524489	0.0617391325344	90
46.545385	-0.0146216647752	0.0726447976184	87
59.3622	-0.00131862186564	0.0837004565626	81
81.919761	0.00736175444163	0.114764021037	67
132.128377	-0.0166520099198	0.13569897349	49
